rule,component,line,message,severity,type
java:S2184,service/src/main/java/org/whispersystems/textsecuregcm/metrics/NetworkReceivedGauge.java,36,"Cast one of the operands of this division operation to a ""double"".",MINOR,BUG
java:S2184,service/src/main/java/org/whispersystems/textsecuregcm/metrics/NetworkSentGauge.java,35,"Cast one of the operands of this subtraction operation to a ""double"".",MINOR,BUG
java:S2184,service/src/main/java/org/whispersystems/textsecuregcm/metrics/NetworkSentGauge.java,36,"Cast one of the operands of this division operation to a ""double"".",MINOR,BUG
java:S1075,service/src/main/java/org/whispersystems/textsecuregcm/metrics/FileDescriptorGauge.java,16,Refactor your code to get this URI from a customizable parameter.,MINOR,CODE_SMELL
java:S3457,redis-dispatch/src/main/java/org/whispersystems/dispatch/DispatchManager.java,116,Format specifiers should be used instead of string concatenation.,MAJOR,CODE_SMELL
java:S1155,service/src/main/java/org/whispersystems/textsecuregcm/websocket/WebSocketAccountAuthenticator.java,32,Use isEmpty() to check whether the collection is empty or not.,MINOR,CODE_SMELL
java:S2274,service/src/main/java/org/whispersystems/textsecuregcm/util/Util.java,161,"Remove this call to ""wait"" or move it into a ""while"" loop.",CRITICAL,CODE_SMELL
java:S2273,service/src/main/java/org/whispersystems/textsecuregcm/util/Util.java,161,"Move this call to ""wait()"" into a synchronized block to be sure the monitor on ""Object"" is held.",MAJOR,BUG
java:S2142,service/src/main/java/org/whispersystems/textsecuregcm/util/Util.java,162,"Either re-interrupt this method or rethrow the ""InterruptedException"" that can be caught here.",MAJOR,BUG
java:S3655,redis-dispatch/src/main/java/org/whispersystems/dispatch/DispatchManager.java,124,"Call ""Optional#isPresent()"" or ""!Optional#isEmpty()"" before accessing the value.",MAJOR,BUG
java:S3655,redis-dispatch/src/main/java/org/whispersystems/dispatch/DispatchManager.java,126,"Call ""Optional#isPresent()"" or ""!Optional#isEmpty()"" before accessing the value.",MAJOR,BUG
java:S3457,redis-dispatch/src/main/java/org/whispersystems/dispatch/DispatchManager.java,128,Format specifiers should be used instead of string concatenation.,MAJOR,CODE_SMELL
java:S1192,redis-dispatch/src/main/java/org/whispersystems/dispatch/redis/PubSubConnection.java,48,"Define a constant instead of duplicating this literal ""Connection closed!"" 3 times.",CRITICAL,CODE_SMELL
java:S1118,redis-dispatch/src/main/java/org/whispersystems/dispatch/util/Util.java,10,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S2142,redis-dispatch/src/main/java/org/whispersystems/dispatch/util/Util.java,36,"Either re-interrupt this method or rethrow the ""InterruptedException"" that can be caught here.",MAJOR,BUG
java:S2142,service/src/main/java/org/whispersystems/textsecuregcm/storage/PubSubManager.java,113,"Either re-interrupt this method or rethrow the ""InterruptedException"" that can be caught here.",MAJOR,BUG
java:S5803,service/src/main/java/org/whispersystems/textsecuregcm/entities/PreKeyResponse.java,37,"Remove this usage of ""getDeviceId"", it is annotated with @VisibleForTesting and should not be accessed from production code.",CRITICAL,CODE_SMELL
java:S1604,service/src/main/java/org/whispersystems/textsecuregcm/websocket/ProvisioningConnectListener.java,27,Make this anonymous inner class a lambda,MAJOR,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/util/SystemMapper.java,15,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S2142,service/src/main/java/org/whispersystems/textsecuregcm/util/Util.java,156,"Either re-interrupt this method or rethrow the ""InterruptedException"" that can be caught here.",MAJOR,BUG
java:S108,service/src/main/java/org/whispersystems/textsecuregcm/util/Util.java,156,Either remove or fill this block of code.,MAJOR,CODE_SMELL
java:S4201,service/src/main/java/org/whispersystems/textsecuregcm/entities/SignedPreKey.java,30,"Remove this unnecessary null check; ""instanceof"" returns false for nulls.",MINOR,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/util/Constants.java,10,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S1075,service/src/main/java/org/whispersystems/textsecuregcm/metrics/NetworkGauge.java,20,Refactor your code to get this URI from a customizable parameter.,MINOR,CODE_SMELL
java:S2095,service/src/main/java/org/whispersystems/textsecuregcm/metrics/NetworkGauge.java,21,"Use try-with-resources or close this ""BufferedReader"" in a ""finally"" clause.",BLOCKER,BUG
java:S1854,service/src/main/java/org/whispersystems/textsecuregcm/metrics/NetworkGauge.java,22,"Remove this useless assignment to local variable ""header"".",MAJOR,CODE_SMELL
java:S1481,service/src/main/java/org/whispersystems/textsecuregcm/metrics/NetworkGauge.java,22,"Remove this unused ""header"" local variable.",MINOR,CODE_SMELL
java:S1854,service/src/main/java/org/whispersystems/textsecuregcm/metrics/NetworkGauge.java,23,"Remove this useless assignment to local variable ""header2"".",MAJOR,CODE_SMELL
java:S1481,service/src/main/java/org/whispersystems/textsecuregcm/metrics/NetworkGauge.java,23,"Remove this unused ""header2"" local variable.",MINOR,CODE_SMELL
java:S1700,service/src/main/java/org/whispersystems/textsecuregcm/entities/StaleDevices.java,15,"Rename field ""staleDevices""",MAJOR,CODE_SMELL
java:S6201,service/src/main/java/org/whispersystems/textsecuregcm/util/VerificationCode.java,58,Replace this instanceof check and cast with 'instanceof VerificationCode verificationcode',MINOR,CODE_SMELL
java:S1700,service/src/main/java/org/whispersystems/textsecuregcm/entities/ApnRegistrationId.java,15,"Rename field ""apnRegistrationId""",MAJOR,CODE_SMELL
java:S1700,service/src/main/java/org/whispersystems/textsecuregcm/entities/GcmRegistrationId.java,15,"Rename field ""gcmRegistrationId""",MAJOR,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/util/ByteArrayAdapter.java,17,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/util/Conversions.java,7,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S1110,service/src/main/java/org/whispersystems/textsecuregcm/util/Conversions.java,154,Remove these useless parentheses.,MAJOR,CODE_SMELL
java:S1110,service/src/main/java/org/whispersystems/textsecuregcm/util/Conversions.java,166,Remove these useless parentheses.,MAJOR,CODE_SMELL
java:S1118,service/src/main/java/org/whispersystems/textsecuregcm/util/Util.java,25,Add a private constructor to hide the implicit public one.,MAJOR,CODE_SMELL
java:S1700,service/src/main/java/org/whispersystems/textsecuregcm/util/VerificationCode.java,14,"Rename field ""verificationCode""",MAJOR,CODE_SMELL
java:S1643,service/src/main/java/org/whispersystems/textsecuregcm/util/VerificationCode.java,48,Use a StringBuilder instead.,MINOR,CODE_SMELL
java:S1643,service/src/main/java/org/whispersystems/textsecuregcm/util/VerificationCode.java,51,Use a StringBuilder instead.,MINOR,CODE_SMELL
